timestamp,queue,policy,payload_size,capacity,producers,consumers,push_ops,pop_ops,warmup_ops,throughput,push_avg_ns,push_p50_ns,push_p95_ns,push_p999_ns,push_min_ns,push_max_ns,pop_avg_ns,pop_p50_ns,pop_p95_ns,pop_p999_ns,pop_min_ns,pop_max_ns
2026-05-02 20:48:36,Mutex,Baseline,16,256,4,4,5000000,5000000,200000,3.00704e+06,1241.48,99,6703,122277,0,830029,1204.66,99,6777,120125,0,1122842
2026-05-02 20:48:36,MPMC,Try,16,256,4,8,5000000,5000000,200000,1.09835e+07,678.793,393,1965,8152,0,5150146,1295.81,786,3928,15223,0,5091217
2026-05-02 20:48:36,MPMC,Blocking,16,256,4,8,5000000,5000000,200000,5.43129e+07,97.3073,98,196,295,0,808891,251.861,197,393,687,0,862221
2026-05-02 20:48:36,Mutex,Baseline,16,256,4,8,5000000,5000000,200000,1.58807e+06,692.896,90,1711,99124,0,922425,3965.23,90,9364,395596,0,4488223
2026-05-02 20:48:36,MPMC,Try,16,256,8,2,5000000,5000000,200000,1.17785e+07,1281.9,631,4501,17826,0,1381886,302.625,180,900,3438,0,1341191
2026-05-02 20:48:36,MPMC,Blocking,16,256,8,2,5000000,5000000,200000,3.29676e+07,443.73,393,589,1081,0,785724,79.0251,98,99,197,0,294352
2026-05-02 20:48:36,Mutex,Baseline,16,256,8,2,5000000,5000000,200000,296651,34720.1,98,207252,1487262,0,12911422,389.471,90,590,44491,0,919288
2026-05-02 20:48:36,MPMC,Try,16,256,8,4,5000000,5000000,200000,1.0298e+07,1393.83,745,4362,17556,0,5668791,693.174,425,2128,8512,0,6263675
2026-05-02 20:48:36,MPMC,Blocking,16,256,8,4,5000000,5000000,200000,4.08449e+07,332.757,319,426,957,0,7274264,138.729,106,213,320,0,6711194
2026-05-02 20:48:36,Mutex,Baseline,16,256,8,4,5000000,5000000,200000,1.36024e+06,4795.97,98,11098,470153,0,6035937,727.906,98,1964,56768,0,1559841
